"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,88.5,,
"SVN","Slovenia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,72.3,,
"SVN","Slovenia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,73.2,,
"SVN","Slovenia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,76,,
"SVN","Slovenia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.1,,
"SVN","Slovenia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.4,,
"SVN","Slovenia","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.9,,
"SVN","Slovenia","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,43.8,,
"SVN","Slovenia","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,48.4,,
"SVN","Slovenia","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49.5,,
"SVN","Slovenia","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,48.9,,
"SVN","Slovenia","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.8,,
"SVN","Slovenia","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.7,,
"SVN","Slovenia","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.1,,
"SVN","Slovenia","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.3,,
"SVN","Slovenia","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,77.1,,
"SVN","Slovenia","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,84.9,,
"SVN","Slovenia","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.6,,
"SVN","Slovenia","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.6,,
"SVN","Slovenia","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,89.5,,
"SVN","Slovenia","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,90.8,,
"TUR","Türkiye","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,46.2,,
"TUR","Türkiye","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,36,,
"TUR","Türkiye","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,49.8,,
"TUR","Türkiye","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,60.6,,
"TUR","Türkiye","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,55.2,,
"TUR","Türkiye","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47.9,,
"TUR","Türkiye","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,62.5,,
"TUR","Türkiye","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,76.7,,
"LVA","Latvia","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,64.9,,
"LVA","Latvia","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,64.8,,
"LVA","Latvia","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.1,,
"LVA","Latvia","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,72.3,,
"LVA","Latvia","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,69.7,,
"LVA","Latvia","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,45.4,,
"LVA","Latvia","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,50.7,,
"LVA","Latvia","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,36.1,,
"LVA","Latvia","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,55.8,,
"LVA","Latvia","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,33.7,,
"LVA","Latvia","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,62.1,,
"LVA","Latvia","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,61.3,,
"LVA","Latvia","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,65.7,,
"LVA","Latvia","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,70.4,,
"LVA","Latvia","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,67.8,,
"LVA","Latvia","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,73.9,,
"LVA","Latvia","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,73.7,,
"LVA","Latvia","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,80.3,,
"LVA","Latvia","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,79.6,,
"LVA","Latvia","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,81,,
"LTU","Lithuania","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,69.5,,
"LTU","Lithuania","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,70.6,,
"LTU","Lithuania","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,71.8,,
"LTU","Lithuania","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,72.9,,
"LTU","Lithuania","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,73.7,,
"LTU","Lithuania","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,51.3,,
"LTU","Lithuania","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,55.6,,
"LTU","Lithuania","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49.9,,
"LTU","Lithuania","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,52.5,,
"LTU","Lithuania","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,66.8,,
"LTU","Lithuania","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,63.8,,
"LTU","Lithuania","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,66.8,,
"LTU","Lithuania","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,69.3,,
"LTU","Lithuania","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,69.3,,
"LTU","Lithuania","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,80.9,,
"LTU","Lithuania","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,84.4,,
"LTU","Lithuania","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,81.3,,
"LTU","Lithuania","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,81.7,,
"LTU","Lithuania","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.7,,
"LVA","Latvia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,75.6,,
"LVA","Latvia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,76.5,,
"LVA","Latvia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,77.6,,
"LVA","Latvia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.7,,
"LVA","Latvia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,80.3,,
"LVA","Latvia","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,53.9,,
"LVA","Latvia","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,57.1,,
"LVA","Latvia","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,60.7,,
"LVA","Latvia","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,57.7,,
"LVA","Latvia","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,65.5,,
"LVA","Latvia","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.1,,
"LVA","Latvia","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,72.5,,
"LVA","Latvia","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74,,
"LVA","Latvia","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,75.9,,
"LVA","Latvia","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,75.9,,
"LVA","Latvia","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.4,,
"LVA","Latvia","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,88.9,,
"LVA","Latvia","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88.8,,
"LVA","Latvia","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,89,,
"LVA","Latvia","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,89.9,,
"LTU","Lithuania","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,76.8,,
"LTU","Lithuania","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,78.6,,
"LTU","Lithuania","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,79.2,,
"LTU","Lithuania","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,80.8,,
"LTU","Lithuania","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,81,,
"LTU","Lithuania","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,45.8,,
"LTU","Lithuania","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,44.5,,
"LTU","Lithuania","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,45.8,,
"LTU","Lithuania","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,48.3,,
"LTU","Lithuania","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,50.5,,
"LTU","Lithuania","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,71,,
"LTU","Lithuania","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,72.7,,
"LTU","Lithuania","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.6,,
"LTU","Lithuania","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,75.5,,
"LTU","Lithuania","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,74.9,,
"LTU","Lithuania","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,90.1,,
"LTU","Lithuania","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,91.3,,
"LTU","Lithuania","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,91.1,,
"LTU","Lithuania","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,91.5,,
"LTU","Lithuania","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,91.6,,
